Title,Country,Rating
Jaś Fasola: Nadciąga totalny kataklizm,United Kingdom/United States,6.5
Trzy kolory: Czerwony,France/Switzerland/Poland,8.1
Oświadczyny po irlandzku,United States/Ireland,6.4
Atak na dzielnicę,United Kingdom/France,6.7
Operacja Świt,Luxembourg/United States,7.3
Poznaj moich Spartan,United States,2.8
ParaNorman,United States/United Kingdom,7.0
Kolacja dla palantów,United States,5.9
W samo południe,United States,7.9
Ława przysięgłych,United States,7.1
Sokół z masłem orzechowym,United States,7.6
Lot 93,United Kingdom/France/United States,7.6
Zakonnica w przebraniu,United States,6.5
Dorwać gringo,United States/Mexico,6.9
Martyrs: Skazani na strach,France/Canada,7.0
Statek widmo,United States/Australia,5.6
Venom 3: Ostatni taniec,United States/United Kingdom/Canada,6.0
Mój piękny syn,United States,7.4
Droga do El Dorado,United States/Canada/France,6.9
Aftersun,United Kingdom/United States/Philippines/Netherlands,7.6
Posejdon,United States,5.7
Brightburn: Syn ciemności,United States,6.1
August Rush,United States,7.4
Łowca czarownic,United States/China/Canada,5.9
Cela,Germany/United States,6.4
Repo Men,United States/Canada,6.3
Moonraker,United Kingdom/France/United States,6.3
Paranormal Activity 2,United States,5.7
Tłumaczka,United Kingdom/France/Germany/United States,6.4
Dotyk zła,United States,7.9
Take Shelter,United States,7.3
Z archiwum X: Pokonać przyszłość,United States,7.0
Fałszywa dwunastka,United States,5.9
Lolita,United Kingdom/United States,7.5
Kto ją zabił?,United States,7.1
Tajemnica zielonego królestwa,United States/United Kingdom,6.6
Z podniesionym czołem,United States,6.3
Twin Peaks: Ogniu krocz ze mną,France/United States,7.3
Stan zagrożenia,United States/Canada,6.9
Tylko dla twoich oczu,United Kingdom/United States,6.7
Motyl i skafander,France/United States,8.0
Tylko kochankowie przeżyją,United Kingdom/Germany/Greece/France,7.2
Dag II,,8.2
Zakazane królestwo,United States/China/Hong Kong,6.5
Odgłosy,Italy,7.3
Wielkie kino,United States,2.4
Colombiana,France/United States/United Kingdom/Mexico/Canada,6.4
Gość,United States/United Kingdom,6.7
Pięć koszmarnych nocy,United States,5.4
Koszmar z ulicy Wiązów,United States,5.2
Patton,United States,7.9
Renfield,United States/United Kingdom/Canada,6.4
Legenda Zorro,United States,6.0
Copland,United States,7.0
Mów mi Vincent,United States,7.2
Osławiona,United States,7.9
Motel,United States,6.2
"Ladykillers, czyli zabójczy kwintet",United States,6.2
Operacja Overlord,United States/Canada,6.6
Dobry agent,United States/France,6.7
Tajemniczy świat Arrietty,Japan,7.6
Idź i patrz,,8.3
Ślicznotki,United States,6.3
Teoria spisku,United States,6.7
Niebezpieczna metoda,United Kingdom/Germany/Canada,6.4
Angry Birds Film,United States/Finland,6.3
Gdzie mieszkają dzikie stwory,Germany/United States/Australia,6.7
Jądro Ziemi,United States/France/United Kingdom/Italy,5.5
Miecz w kamieniu,United States,7.1
eXistenZ,United Kingdom/France/Canada,6.8
Volver,Spain/United Kingdom,7.6
Najgorszy człowiek na świecie,Norway/France/Sweden/Denmark,7.7
Kto tam?,Chile/Israel/United States,4.9
"Jedz, módl się, kochaj",United States,5.8
Człowiek pies,United Kingdom/France/United States/China,7.0
Amerykańska fikcja,United States,7.5
Papierowe miasta,United States,6.2
Alpha Dog,Germany/United States,6.9
Dziewczyny z drużyny,United States,6.2
Sezon na misia,United States,6.1
W obliczu śmierci,United Kingdom/United States,6.7
Listy do Julii,United States,6.5
Upiorna noc Halloween,United States/Canada,6.7
Śmiertelnie proste,United States,7.5
Enola Holmes 2,United States,6.8
Anna Karenina,United Kingdom/United States,6.6
Prosto w serce,United States,6.5
Kelnerzy,United States,6.7
Łowcy głów,Norway/Sweden/Denmark/Germany,7.5
Drużyna potępionych,United States/France,6.2
Dziennik zakrapiany rumem,United Kingdom/United States,6.1
Zakładnik z Wall Street,United States,6.5
The Highwaymen,United States,6.9
Pan Popper i jego pingwiny,United States,6.0
Ten niezręczny moment,United States,6.1
"Ja cię kocham, a ty z nim",United States,6.8
Dama,United States,6.1
Po prostu walcz!,United States,6.5
Świadek,United States,7.4
Szkarłatny pilot,Japan,7.7
"Podły, okrutny, zły",United States,6.7
Broken Flowers,France/United States,7.1
The Devil's Rejects,Germany/United States,6.7
Wybory,United States,7.2
Pingwiny z Madagaskaru,United States/United Kingdom,6.6
Mali żołnierze,United States,6.3
Wojownicze Żółwie Ninja,Hong Kong/United States,6.8
Zabójczy widok,United Kingdom/United States,6.3
Wideodrom,Canada,7.2
Wall Street: Pieniądz nie śpi,United States,6.2
Miłość,France/Germany/Austria,7.9
30 minut lub mniej,United States,6.0
Andhadhun,India,8.2
Komórka,United States/Germany,6.5
Amatorzy sportu,United States,7.8
Ali,United States,6.7
Elizabeth,United Kingdom/United States,7.4
Tajna broń,United States,6.1
Adwokat,United Kingdom/United States,5.4
Szybcy i martwi,United States/Japan,6.5
Blue Beetle,United States/Mexico/Canada/Germany,5.9
Fantazja,United States,7.7
"Miłość, szmaragd i krokodyl",United States/Mexico,6.9
Kantara,India,8.2
SpongeBob Kanciastoporty,United States/Australia,7.2
Neon Demon,United States/Belgium/Denmark/France,6.1
Ambulans,United States/Japan,6.1
Uciekająca panna młoda,United States,5.6
To przychodzi po zmroku,United States,6.1
Ukryte piękno,United States,6.8
Cała ona,United States,5.9
Gangi z Wasseypur,India/France,8.2
Wbrew regułom,United States,7.4
Klatka dla ptaków,United States,7.2
Skazany,United States,7.3
Funny Games,United States/France/United Kingdom/Austria/Germany/Italy,6.5
Dzikość serca,United States,7.2
Ruby Sparks,United States,7.2
Dzienniki motocyklowe,France/United Kingdom/United States/Argentina/Peru/Chile/Germany,7.7
Wykidajło,United States,6.7
Halloween II,United States,6.5
Perfect Blue,Japan,8.0
Wdowy,United Kingdom/United States,6.8
Martwica mózgu,New Zealand,7.5
Moonfall,United States/China/United Kingdom/Canada/Hong Kong,5.2
"Strasznie głośno, niesamowicie blisko",United States,6.9
Siedmiu wspaniałych,United States,7.7
Sahara,United Kingdom/France/Germany/Spain/United States,6.1
Wszystko o mojej matce,Spain/France,7.8
Kobieta w błękitnej wodzie,United States,5.5
Rok pierwszy,United States,4.9
Malcolm X,United States/Japan,7.7
Lis i pies,United States,7.2
Wasza wysokość,United States,5.5
Gorąca laska,United States,5.6
Eurovision Song Contest: Historia zespołu Fire Saga,United States/Iceland/Canada,6.5
Truposz,Germany/Japan/United States,7.5
Rio 2,United States/Iraq/Canada,6.3
Revolver,United Kingdom/France,6.3
Nie czas na łzy,United States,7.5
Klucz do wieczności,United States,6.5
Kroniki Spiderwick,United States/Canada,6.5
Zrywa się wiatr,Japan,7.8
42 - Prawdziwa historia amerykańskiej legendy,United States,7.5
Tajemnica Filomeny,United Kingdom/France/United States,7.6
Śledząc,United Kingdom/United States,7.4
Animal,India,6.1
Jobs,United States/Switzerland,6.0
Aquaman i zaginione królestwo,United States/United Kingdom/Canada/Australia/Iceland,5.6
Fatalne zauroczenie,United States,6.9
Sonic 2. Szybki jak błyskawica,United States/Japan/United Kingdom,6.5
Hardcore Henry,United States/China,6.7
The Boy,United States/Canada/China,6.0
Martwa cisza,United States/Canada,6.1
Potęga strachu,Germany/United States,7.3
Z dystansu,United States,7.7
Huragan,United States,7.6
Piekielna zemsta,United States,5.4
Candyman,United States/United Kingdom,6.7
Paddington 2,France/United Kingdom,7.8
Prorok,France/Italy,7.8
Dr Dolittle,United States,5.4
My Fair Lady,United States,7.7
Kto pod kim dołki kopie...,United States,7.0
Kurczak Mały,United States,5.7
Przed egzekucją,United Kingdom/United States,7.5
Może pora z tym skończyć,United States,6.5
Istota,Canada/France/United States,5.8
Biegnij!,United States/Canada,6.7
Resident Evil: Ostatni rozdział,Germany/Canada,5.5
The Duff [#ta brzydka i gruba],United States,6.4
Młodzi przebojowi,Ireland/United Kingdom/United States,7.9
Rytuał,United States/Hungary/Italy,6.0
Jawan,India,6.9
K.G.F: Chapter 1,India,8.2
Finch,United States/India,6.9
Dobry rok,United States/United Kingdom,6.9
Amerykanin,United States/United Kingdom,6.3
Jackass: Świry w akcji,United States,6.6
Hellboy,United States/United Kingdom/Bulgaria/Canada/Portugal/France,5.3
Ostatni dom po lewej,United States/United Kingdom/South Africa,6.5
Conan Barbarzyńca,United States/Bulgaria/Germany/India,5.2
Eddie zwany Orłem,United Kingdom/Germany/United States,7.3
Grona gniewu,United States,8.1
Afera Thomasa Crowna,United States,6.9
Sekretarka,United States,6.9
Ryzykowny interes,United States,6.8
Paprika,Japan,7.7
Brat Bajrangi,India,8.1
Karate Kid 2,United States,6.1
Jeszcze dłuższe zaręczyny,United States/Japan,6.2
Ostatni smok,United States,6.4
Outsiderzy,United States/France,7.0
Pacyfikator,United States,5.6
Okrucieństwo nie do przyjęcia,United States,6.3
Opowieści na dobranoc,United States/United Kingdom/Australia,6.0
Prosta historia,United Kingdom/France/United States,8.0
Halloween zabija,United States,5.5
365 dni,Poland,3.3
The Ring 2,United States,5.4
Minari,United States,7.4
Bracia ze stali,United Kingdom/United States,7.6
Mrugnij dwa razy,United States/Mexico,6.5
Grinch,United States,6.4
W tajnej służbie Jej Królewskiej Mości,United Kingdom,6.7
Skandalista Larry Flynt,United States,7.3
The Circle: Krąg,United Arab Emirates/United States/France,5.4
Wojownicze żółwie ninja: Wyjście z cienia,United States/Hong Kong/China,5.9
Chungking Express,Hong Kong,7.9
Góra Dantego,United States,6.1
Tár,United States,7.4
Głębia strachu,United States,5.9
Ziemia żywych trupów,France/Canada/United States,6.2
Trzynastka,United Kingdom/United States,6.8
Polar,United States/Germany,6.3
Good Night and Good Luck,United Kingdom/France/Japan/United States,7.4
Trauma,United States,6.5
Pradawny ląd,United States/Ireland,7.4
Jestem matką,Australia,6.7
Wstrząs,United Kingdom/Australia/United States,7.1
Persepolis,France/United States,8.0
Niewierna,United States/Germany/Switzerland,6.7
The Doors,France/United States,7.2
Gad,United States,6.8
Śledztwo Spensera,United States,6.2
Richard Jewell,United States,7.5
Zaginione miasto Z,United States,6.6
"Co z oczu, to z serca",United States,7.0
Wąwóz,United Kingdom/United States,6.7
The International,United States/Germany/United Kingdom/France,6.5
Plan gry,United States,6.4
Noc myśliwego,United States,8.0
Generał,United States,8.1
Zabijanie na śniadanie,United States,7.3
Wielkie oczy,United States/Canada,7.0
Druga Ziemia,United States,6.9
Lockout,France/United States,6.0
Anna,France/United States/Canada/Serbia/Guadeloupe,6.7
Wielkie piękno,Italy/France,7.7
Paranormal Activity 3,United States,5.8
Dziewczyna i chłopak - wszystko na opak,United States,7.7
Hotel Marigold,United Kingdom/United Arab Emirates/United States,7.2
Amerykańskie graffiti,United States,7.4
Biali nie potrafią skakać,United States,6.8
Elektra,Switzerland/Canada/United States,4.7
Blizny przeszłości,United States,8.0
Eden Lake,United Kingdom,6.7
Dziewczyna z komputera,United States,6.6
Solaris,,7.9
Smętarz dla zwierzaków,United States/Canada,5.7
I Love You Phillip Morris,France/United States,6.6
Zabójstwo,United States,7.9
Furia,United Kingdom/United States,6.6
Mój kraj,India/United States,8.2
West Side Story,United States/Canada/United Kingdom,7.1
"Synekdocha, Nowy Jork",United States,7.5
Dosięgnąć kosmosu,United States,7.8
Ulica Strachu - część 1: 1994,United States,6.2
Zabić wspomnienia,United States,7.4
Tomcio Grubasek,United States,7.1
Hostiles,United States,7.2
Nimfomanka: Część II,Denmark/Germany/Belgium/United Kingdom/France/Sweden,6.6
Project Power,United States/United Kingdom/Canada/France,6.0
Bez mojej zgody,United States,7.3
Patrol,United States,6.9
To skomplikowane,Japan/United States,6.5
Kolor purpury,United States,7.7
Drishyam: pozory mylą,India,8.2
Buntownik bez powodu,United States,7.6
Wciąż tu jestem,Brazil/France,8.3
Polowanie na czarownice,United States,5.4
Uśmiechnij się 2,United States/Canada,6.7
Hot Shots 2,United States,6.6
Słoń,United States,7.1
Ghost Dog: Droga samuraja,France/Germany/United States/Japan,7.5
Ten pierwszy raz,United States,6.0
Smerfy,United States/Belgium/Canada,5.4
Amsterdam,United States/Japan,6.1
Madame Web,United States/Mexico/Canada,4.0
"Millennium: Dziewczyna, która igrala z ogniem",Sweden/Germany/Denmark,7.1
Midway,United States/Canada/China/Hong Kong,6.7
Raport Pelikana,United States,6.6
Poszukiwacze,United States,7.8
Strefa X,United Kingdom/Mexico,6.3
72 godziny,United States/France,6.2
Szybki jak błyskawica,United States,6.1
Creed III,United States,6.7
Podwójne zagrożenie,United States/Germany/Canada,6.5
Gra fortuny,United Kingdom/United States/China/Indonesia,6.3
Babylon A.D.,United Kingdom/France/United States,5.5
Totalna magia,United States,6.3
Harry Angel,United Kingdom/Canada/United States,7.2
Pirania,France/Japan/United States,5.5
xXx: Reaktywacja,China/Canada/United States,5.2
65,United States/Ireland/Australia/Canada,5.4
Suspiria,Italy/United States,6.7
Bezwstydny dziadek,United States,6.5
Star Trek: The Motion Picture,United States,6.4
Kult,United Kingdom,7.5
Pokojówka na Manhattanie,United States,5.4
Alvin i wiewiórki,United States,5.3
Nic nie mów,United States,7.3
Hostel II,United States,5.5
Zabójca,Canada/United States,6.2
"Dom, który zbudował Jack",Denmark/France/Sweden/Germany/Belgium,6.8
Bad Boys: Ride or Die,United States,6.5
W sieci pająka,United States/Germany/Canada,6.4
Uniwersalny żołnierz,United States,6.1
Hitman: Agent 47,United States/United Kingdom/Germany/Canada/Singapore,5.7
Zdążyć przed północą,United States,7.5
Przerażacze,New Zealand/United States,7.1
"Muppety, powrót",United States/Japan/United Kingdom,7.1
Liberator,France/United States,6.5
Gliniarz,United Kingdom/Ireland/United States,7.3
Moja łódź podwodna,United Kingdom/United States,7.3
Pełzająca śmierć,United States,6.1
Gęsia skórka,United States/Australia,6.3
Złodziej życia,United States,6.2
Nowiny ze świata,United States/China,6.8
Krwawy sport,United States,6.8
The Kissing Booth,United Kingdom/United States,5.9
Łowca snów,United States/Canada,5.5
Frida,United States,7.3
Frances Ha,United States/Brazil,7.4
American Ultra,United States/Switzerland,6.1
Dziewczyna moich koszmarów,United States/Mexico,5.8
Fortepian,New Zealand/Australia/France,7.5
Gosford Park,United Kingdom/Italy/United States,7.2
Świnia,United States/United Kingdom,6.9
Pan i pani Kiler,United States,5.5
Mechanik: Konfrontacja,United States/France/Bulgaria/Germany,5.7
Malowany welon,China/Canada/United States/Hong Kong,7.4
Mary Poppins powraca,United States/United Kingdom/Denmark/Australia/Canada/India,6.7
Bez litości,United States,6.2
Randka na weselu,United States,6.0
Piła: Dziedzictwo,United States/Canada,5.7
Ali G,United Kingdom/France/Germany,6.2
Tylko jeden,United States,5.9
Minionki: Wejście Gru,United States/France,6.5
Footloose,United States,6.6
Bez granic,United States,6.3
Eksperyment,Germany,7.7
Belfast,United Kingdom,7.2
Last Christmas,United Kingdom/United States/China,6.5
Iron Sky,Finland/Germany/Australia/France/Norway/Belgium/Denmark/United Kingdom/United States,5.9
The Room,United States,3.6
Historia Kopciuszka,United States/Canada,5.9
Bez reguł,United States,7.0
Garfield,United States,5.1
W sieci zła,United States,7.0
Sierpień w hrabstwie Osage,United States,7.2
Selma,United States/United Kingdom/France,7.5
Festen,Denmark/Sweden,8.0
Nacho Libre,United States/Germany,5.9
Gliniarz z Beverly Hills 3,United States,5.5
Trzynaście duchów,Canada/United States,5.6
W 80 dni dookoła świata,Ireland/United Kingdom/Germany/United States,5.9
